Serial number,MAC Address,IP Address,Fully qualified domain name,Name,Chassis type,Product instance identifier,Operational status,Host name,Assigned to,Domain,Object ID,Most recent discovery,IOS version,Operating System,Confidence Score
3NB0N9D,E9:79:32:B3:9F:D4,10.1.11.41,ws-it352.fabrikam.local,WS-IT352,3.0,1F9F3870-94BE-4DD0-A84C-6FD6CC9D8FE0,Operational,ws-it352,CONTOSO\john.bishop,FABRIKAM,16708939.0,28-03-2025 10:30,5.00.9049.1000,Windows Server 2022 Standard,90.0
W9UJL78KIV,CD:F2:D8:EF:E3:40,10.1.11.40,ws-it560.fabrikam.local,WS-IT560,15.0,26EAC644-7193-418A-BDE1-C5D4A2325273,Operational,ws-it560,FABRIKAM\tony.campos,FABRIKAM,16747361.0,24-03-2025 11:13,5.00.9049.1000,Windows Server 2019 Standard,100.0
SWWUZICU84,E5:E8:E9:32:18:F3,10.1.21.91,lt-it231.corp.local,LT-IT231,8.0,9C9F3D94-E401-4382-9891-00E07E066A1C,Operational,lt-it231,FABRIKAM\richard.king,CORP,16784983.0,04-04-2025 11:24,5.00.9049.1000,Windows Server 2022 Standard,95.0
IIVJILN28P,18:4B:43:A4:BB:8A,,LT-IT168,LT-IT168,9.0,0DEDE16A-B482-48DC-9B82-FCEC27E69450,Operational,lt-it168,CORP\kyle.henry,WORKGROUP,16735378.0,07-04-2025 19:14,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOJDMMIZDC,EC:82:B2:3E:96:61,10.1.31.22,tb-it37.corp.local,TB-IT37,,48A23531-C016-4EBE-87B0-C3831FF87DC1,Operational,tb-it37,FABRIKAM\margaret.wells,CORP,16740379.0,12-04-2025 14:17,5.00.9049.1000,Windows Server 2022 Standard,90.0
5JSYW2N,30:8A:9B:AF:08:D7,10.1.11.37,ws-it210.contoso.local,WS-IT210,3.0,51A2A069-57F0-4A3C-BF51-CD5FDE79743E,Operational,ws-it210,CONTOSO\charles.parks,CONTOSO,16762693.0,04-04-2025 15:05,5.00.9049.1000,Windows Server 2022 Standard,95.0
5G1T7OBX9T,64:50:17:62:D1:05,10.1.11.38,ws-it649.corp.local,WS-IT649,5.0,31595AF4-0E0A-4F7D-9D02-510869F19D5A,Operational,ws-it649,FABRIKAM\jack.cordova,CORP,16789556.0,05-04-2025 14:58,,Windows Server 2019 Standard,100.0
LENOVO4X7Z52L8,80:02:78:BE:6B:3E,10.1.11.39,ws-it538.corp.local,WS-IT538,3.0,59574A80-C919-4542-B7B4-99A9737BA01C,Operational,,CORP\michael.robles,,16766683.0,22-04-2025 18:32,5.00.9049.1000,Windows Server 2019 Standard,100.0
20K8Y40,41:9C:EB:DF:D0:D2,10.1.11.36,ws-it144.contoso.local,WS-IT144,3.0,5ECAA8E3-C1F3-4010-96E5-E486BE34FB1C,Operational,ws-it144,FABRIKAM\ronald.grimes,CONTOSO,16742179.0,26-03-2025 19:00,5.00.9040.1001,Windows Server 2019 Standard,100.0
LENOVOXMVMXZ2X,28:C7:88:13:9D:3F,10.1.11.35,ws-it189.contoso.local,WS-IT189,3.0,1366CB5A-E52E-4261-A87E-A8D8FEA9847B,Operational,ws-it189,CORP\hailey.phelps,CONTOSO,,02-04-2025 09:45,5.00.9049.1000,Windows Server 2022 Standard,90.0
3TYMOMY2QD,89:B1:8E:5A:65:C1,10.1.21.67,lt-it024.corp.local,LT-IT024,14.0,7BE1A735-85E3-4013-A86A-A4D25E83809A,Operational,lt-it024,CORP\lisa.smith,CORP,,,5.00.9049.1000,Windows Server 2019 Standard,100.0
TZ693PK,6C:CC:E4:5A:18:2D,10.1.21.68,lt-it127.contoso.local,LT-IT127,14.0,F0BBAE7B-8EB2-4B64-9FE3-D0B6EB7D742C,Operational,lt-it127,FABRIKAM\christopher.herrera,CONTOSO,16797202.0,04-04-2025 14:45,5.00.9040.1001,Windows Server 2022 Standard,90.0
LENOVOVACCNTEZ,C8:72:1B:8F:46:33,10.1.11.33,ws-it513.contoso.local,WS-IT513,5.0,A04B1E1B-094C-4538-ADED-D05BBBE4CD84,Operational,ws-it513,CORP\thomas.peterson,CONTOSO,16741276.0,30-03-2025 12:11,5.00.9049.1000,Windows Server 2019 Standard,100.0
L3A4MPB,ED:E3:FE:08:00:0F,10.1.11.32,ws-it338.fabrikam.local,WS-IT338,15.0,D53E09ED-89BD-410C-B334-F01DA369D749,Operational,ws-it338,CONTOSO\taylor.buchanan,FABRIKAM,16797985.0,06-04-2025 19:43,5.00.9049.1000,Windows Server 2019 Standard,100.0
JUAQS6ZCCD,05:7F:EA:AE:70:42,10.1.11.31,ws-it289.contoso.local,WS-IT289,5.0,61BF9EA9-B5A2-4C57-BC03-7515D62409D2,Operational,ws-it289,CORP\devin.fisher,CONTOSO,16753220.0,15-04-2025 16:05,5.00.9049.1000,Windows Server 2022 Standard,90.0
7Q1FXRF,A5:14:47:76:AB:5C,,srv-sql08.corp.local,SRV-SQL08,17.0,8363DAF8-9A63-4A0F-8E28-F7A756241A24,Operational,srv-sql08,SYSTEM,CORP,16729096.0,26-03-2025 08:53,5.00.9040.1001,Windows Server 2019 Standard,100.0
LN7TA48,EC:FE:60:94:20:83,10.1.11.30,WS-IT213,WS-IT213,7.0,B623B1B2-000D-4FE6-9307-3DE11AD16244,Operational,ws-it213,CONTOSO\timothy.williams,WORKGROUP,16797269.0,14-04-2025 17:22,5.00.9040.1001,Windows Server 2019 Standard,100.0
R5UVZLNP,F1:3B:D8:6C:61:37,10.1.31.21,tb-it52.contoso.local,TB-IT52,14.0,1060D981-0789-4D3F-B328-B6BD55BFEF30,Operational,tb-it52,FABRIKAM\stephanie.garcia,CONTOSO,16797882.0,09-04-2025 11:43,5.00.9049.1000,Windows Server 2022 Standard,90.0
ZTWQ1ENDAJ,31:93:4F:22:6D:F1,10.1.11.27,ws-it585.corp.local,WS-IT585,6.0,A42E0C54-FFEF-4A65-8074-207203C45728,Operational,,CONTOSO\daniel.jones,CORP,16781340.0,10-04-2025 17:26,5.00.9040.1001,Windows Server 2019 Standard,100.0
LENOVOS2U6JT5D,69:5C:1A:2D:26:9D,10.1.31.20,tb-it08.contoso.local,TB-IT08,14.0,7B6259A2-CAF0-4743-8379-A6A6A1EFBEC0,Operational,tb-it08,FABRIKAM\wanda.gonzales,CONTOSO,16789050.0,24-03-2025 13:09,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVO0CNA5VZF,A8:DF:69:AD:BD:9F,10.1.21.69,lt-it032.contoso.local,LT-IT032,14.0,67F664B8-744E-4B5D-BDA4-090816C47DDB,Operational,lt-it032,FABRIKAM\karen.wolf,CONTOSO,16770628.0,27-03-2025 09:13,5.00.9040.1001,Windows Server 2022 Standard,90.0
LENOVOHMJIWFVI,6D:F1:92:F4:DE:9E,10.1.11.28,ws-it460.corp.local,WS-IT460,15.0,6BEFEDFC-9489-43F8-AB32-7C1B1307AF6C,Operational,ws-it460,CORP\sara.reed,CORP,16759073.0,19-04-2025 10:10,5.00.9040.1001,Windows Server 2022 Standard,90.0
0E8ILGL,00:3A:E8:9C:44:96,10.1.21.66,lt-it036.contoso.local,LT-IT036,,12219C17-789D-4BF0-BF50-63E6EFA25EC6,Operational,lt-it036,CONTOSO\isabel.clark,CONTOSO,16764330.0,31-03-2025 07:18,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVONC7EC0W8,29:2F:A9:B6:A1:BA,10.1.11.29,ws-it390.contoso.local,WS-IT390,6.0,66C98FF4-17CF-4E99-8261-9C4DA3867E46,Operational,ws-it390,CORP\joshua.hall,CONTOSO,16701781.0,30-03-2025 13:58,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVOOQ3DALGK,3C:F4:02:9B:01:63,10.1.21.65,lt-it066.corp.local,LT-IT066,8.0,D3E672E9-6FAF-4830-BB0D-4C7690B407B1,Operational,lt-it066,CORP\jacqueline.watts,,16765134.0,28-03-2025 13:10,5.00.9049.1000,Windows Server 2022 Standard,95.0
U0C4514,4D:BC:66:36:E5:CD,10.1.2.21,srv-sql58.fabrikam.local,SRV-SQL58,18.0,685547A8-2527-430E-91D0-4D2C995A6537,Operational,srv-sql58,SYSTEM,FABRIKAM,16748062.0,13-04-2025 13:04,,Windows Server 2019 Standard,100.0
6YA7DY5,E8:8F:37:39:B3:C8,10.1.11.26,ws-it334.corp.local,WS-IT334,,A2BA2772-ABA2-4F9A-9F90-A51EDD97E8BF,Operational,ws-it334,CORP\curtis.mcbride,CORP,16704301.0,09-04-2025 16:17,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVOQS5S0FI5,F0:9D:2F:4C:0F:6E,10.1.11.25,ws-it572.fabrikam.local,WS-IT572,4.0,B4EB8926-D016-4A6D-A3C1-23D6EA7E917E,Operational,ws-it572,CONTOSO\melissa.hampton,FABRIKAM,16716569.0,06-04-2025 12:37,5.00.9040.1001,Windows Server 2019 Standard,100.0
4W0X9X0,5C:7A:94:14:4A:E0,10.1.21.64,,LT-IT148,14.0,1BD8FBC1-5215-4F8E-8B90-6BBEACBC3A7D,Operational,lt-it148,FABRIKAM\david.banks,CONTOSO,16726360.0,04-04-2025 15:23,5.00.9049.1000,Windows Server 2022 Standard,90.0
2VMWTR3AAX,3D:A8:8D:69:0A:C2,10.1.11.24,ws-it065.corp.local,WS-IT065,15.0,FF7D5C31-2CF3-43F0-B052-F2CEB557AD6D,Operational,ws-it065,FABRIKAM\heather.stewart,CORP,16736127.0,05-04-2025 13:21,5.00.9049.1000,Windows Server 2019 Standard,100.0
XOCVZPUND9,3C:DD:6F:1C:57:B1,10.1.11.23,ws-it147.corp.local,WS-IT147,3.0,B0C310B2-C91A-4B84-A648-81CE98B450B9,Operational,ws-it147,CONTOSO\victoria.horn,CORP,16744486.0,06-04-2025 12:20,5.00.9049.1000,Windows Server 2022 Standard,90.0
8J7XZ4G,65:36:CD:C4:E5:AF,10.1.11.22,ws-it675.fabrikam.local,WS-IT675,5.0,25AB51EA-6736-4B27-B37E-19CEE4353E31,Operational,ws-it675,CONTOSO\molly.lynch,FABRIKAM,16793077.0,,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOS2BRNVXS,BD:A9:8F:5B:4A:46,10.1.11.21,ws-it518.corp.local,WS-IT518,,DF19BF88-B6B5-478C-996B-1E8B4AEA7955,Operational,ws-it518,CONTOSO\john.miller,CORP,16778980.0,20-04-2025 16:54,5.00.9049.1000,Windows Server 2022 Standard,95.0
L0QPCTQ34C,15:85:0D:D1:34:2D,10.1.21.63,lt-it264.corp.local,LT-IT264,14.0,4D7A5828-6B4E-46D6-8790-4E845AA1885F,Operational,,CONTOSO\jonathan.butler,CORP,16769848.0,18-04-2025 17:41,5.00.9049.1000,Windows Server 2022 Standard,95.0
JQ1CZY38UB,19:FF:DD:AA:E8:2C,10.1.11.20,WS-IT033,WS-IT033,17.0,00CA7B6F-A165-4E65-A93A-36881879DD05,Operational,ws-it033,CORP\michael.miller,WORKGROUP,16735664.0,07-04-2025 12:20,5.00.9049.1000,Windows Server 2022 Standard,95.0
43JIOOK,DC:B4:3B:91:8E:84,10.1.11.17,ws-it454.fabrikam.local,WS-IT454,17.0,,Operational,ws-it454,CORP\stephen.miranda,FABRIKAM,16756685.0,08-04-2025 12:25,5.00.9049.1000,Windows Server 2022 Standard,90.0
YN3IXA5O5V,0D:98:A0:40:B9:E0,10.1.11.18,ws-it539.contoso.local,WS-IT539,7.0,42E7C399-DCFB-46F6-A5D3-E31A92D4F797,Operational,,,CONTOSO,16757407.0,24-03-2025 11:02,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVOI20YFXS3,FD:20:D4:F6:46:67,10.1.11.19,ws-it069.fabrikam.local,WS-IT069,6.0,396130A1-0058-47AD-8FC6-51F060825AE4,Operational,ws-it069,,FABRIKAM,16729214.0,03-04-2025 09:55,5.00.9049.1000,Windows Server 2019 Standard,100.0
T9SZCHAEWA,79:5A:97:6C:FD:A3,10.1.21.62,lt-it273.fabrikam.local,LT-IT273,,C2ECD3FC-F2F0-49B8-9A21-BA81565EC6CD,Operational,lt-it273,CONTOSO\tyler.horton,FABRIKAM,16717684.0,25-03-2025 10:23,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVO0HZQVFDC,E4:5D:7B:81:8B:68,10.1.11.16,ws-it479.corp.local,WS-IT479,3.0,A250DDC7-80C0-4536-A7BF-47CAC411CA01,Operational,ws-it479,CONTOSO\laura.smith,CORP,16759388.0,21-04-2025 10:10,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVO3QBC699R,,10.1.21.61,lt-it099.contoso.local,LT-IT099,8.0,D2FA4D19-8489-44AD-8812-48BE11510E3B,Operational,lt-it099,FABRIKAM\kelli.garrison,CONTOSO,16778768.0,18-04-2025 15:51,5.00.9049.1000,Windows Server 2022 Standard,90.0
QCLN8E3RXS,F9:09:8C:80:6E:9D,10.1.21.60,lt-it125.corp.local,LT-IT125,8.0,34D0F98C-D563-4BE8-8BE5-CDB7BC087226,Operational,lt-it125,FABRIKAM\angela.ramirez,CORP,16737694.0,11-04-2025 18:54,5.00.9040.1001,Windows Server 2022 Standard,95.0
3YTOK72,C8:77:2C:09:1B:1E,10.1.21.57,lt-it221.contoso.local,LT-IT221,14.0,B94ED5D1-3A2A-44AE-86E0-C6B2546C2C01,Operational,lt-it221,CONTOSO\kristi.gomez,CONTOSO,16765004.0,23-03-2025 08:50,5.00.9040.1001,Windows Server 2022 Standard,95.0
GV2MIPS,69:AA:55:30:D4:58,,,WS-IT135,3.0,9337C575-7C7C-4D20-9D7E-D707153B94D5,Operational,ws-it135,FABRIKAM\fernando.potts,FABRIKAM,16760322.0,06-04-2025 08:39,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVO4QCC104E,84:9F:78:09:94:12,10.1.11.14,ws-it408.fabrikam.local,WS-IT408,17.0,B8475D0C-913E-43B1-B828-EC334AC2979F,Operational,ws-it408,CORP\jennifer.nolan,FABRIKAM,16745238.0,15-04-2025 09:26,,Windows Server 2022 Standard,90.0
LENOVOUCO5BDH4,,10.1.21.58,lt-it196.corp.local,LT-IT196,14.0,446A9B0E-4BDB-4C41-B2ED-FEE8D240BD25,Operational,lt-it196,FABRIKAM\jenna.mendoza,CORP,16799484.0,06-04-2025 12:07,,Windows Server 2019 Standard,100.0
SUS4HY7DBZ,2D:BE:48:18:CB:C6,10.1.11.13,ws-it679.corp.local,WS-IT679,4.0,86537B9C-363B-4FCB-B011-F54E54007D11,Operational,ws-it679,FABRIKAM\deborah.blair,CORP,16704650.0,26-03-2025 13:26,5.00.9049.1000,Windows Server 2022 Standard,95.0
QM30XH6,E9:AA:46:EF:B6:5C,10.1.11.12,,WS-IT644,4.0,C4741C04-13E4-4C60-823F-623DC24C5AA0,Operational,ws-it644,FABRIKAM\molly.duncan,FABRIKAM,16776736.0,13-04-2025 17:10,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVOX2UHXQ9W,01:57:10:1A:3C:56,10.1.11.11,ws-it452.contoso.local,WS-IT452,7.0,FC6EAFF6-7B46-43E8-ACEB-C194A82FF334,Operational,ws-it452,FABRIKAM\katherine.allen,CONTOSO,16705402.0,03-04-2025 09:48,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVORQ415V2I,B1:9E:76:46:80:54,10.1.11.10,ws-it598.fabrikam.local,WS-IT598,7.0,054E7426-975F-421C-B939-B624D5C2B4B2,Operational,ws-it598,FABRIKAM\kirsten.valentine,FABRIKAM,16728815.0,25-03-2025 08:25,5.00.9040.1001,Windows Server 2022 Standard,90.0
LENOVODOLT6ZWC,55:B0:2D:A3:5F:42,,ws-it350.contoso.local,WS-IT350,6.0,D2B06DFC-6BB5-48B0-90D6-CDB928936D4C,Operational,ws-it350,CONTOSO\alex.poole,CONTOSO,16772546.0,27-03-2025 19:48,5.00.9049.1000,Windows Server 2019 Standard,100.0
PM9EYQD,40:38:8E:F9:37:0F,10.1.21.59,lt-it097.contoso.local,LT-IT097,10.0,944613B4-891E-48A7-98B0-0DEB79C171E8,Operational,lt-it097,CONTOSO\martin.atkinson,CONTOSO,16734512.0,30-03-2025 18:23,5.00.9040.1001,Windows Server 2022 Standard,90.0
LENOVO4XHXBHJ8,B1:23:43:39:D0:0E,10.1.10.253,ws-it425.fabrikam.local,WS-IT425,15.0,102414E9-4211-4494-AE92-84FF7F3DC266,Operational,ws-it425,CORP\sean.ruiz,FABRIKAM,16774356.0,27-03-2025 15:41,5.00.9049.1000,Windows Server 2022 Standard,95.0
SSKKK06DCX,98:03:7F:A3:83:69,10.1.21.56,lt-it098.contoso.local,,10.0,5B147D69-E7B7-47BB-AC93-0A1914409E03,Operational,lt-it098,FABRIKAM\katherine.clark,CONTOSO,16787176.0,05-04-2025 14:27,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOW6H8LJVF,41:8C:21:0C:4E:B0,10.1.10.252,ws-it166.fabrikam.local,WS-IT166,,9AC7D4FB-5643-4FD8-9583-FA9F1646B18A,Operational,ws-it166,CORP\kathryn.lopez,FABRIKAM,16799275.0,01-04-2025 07:12,5.00.9049.1000,Windows Server 2022 Standard,90.0
UVAGPQ9WS7,15:88:A6:84:D5:2D,10.1.10.251,ws-it101.fabrikam.local,WS-IT101,17.0,36A1D21B-8A1F-40B7-9D20-31F48D6D8431,Operational,ws-it101,,FABRIKAM,16796860.0,27-03-2025 14:38,5.00.9049.1000,Windows Server 2019 Standard,100.0
OISE76PI8C,0D:0A:09:43:22:57,10.1.10.250,ws-it044.contoso.local,WS-IT044,5.0,A11CE48C-A313-4256-8487-581ABD5A4C21,Operational,ws-it044,CORP\shane.matthews,CONTOSO,16748640.0,07-04-2025 08:43,5.00.9049.1000,Windows Server 2019 Standard,100.0
3WB9PYN,21:33:AF:A1:06:00,10.1.10.247,ws-it591.contoso.local,WS-IT591,17.0,6487EA68-59F0-4588-ADA3-7018DE088833,Operational,ws-it591,FABRIKAM\adam.bolton,CONTOSO,16725023.0,01-04-2025 11:11,5.00.9040.1001,Windows Server 2022 Standard,90.0
LENOVOI886TLP0,A1:98:B3:B7:7B:1F,10.1.21.55,lt-it215.contoso.local,LT-IT215,9.0,A8D06416-DC55-48E2-90CA-45A5ACAB4904,Operational,lt-it215,,CONTOSO,16784582.0,17-04-2025 16:58,5.00.9049.1000,Windows Server 2019 Standard,100.0
L94P697I9H,D1:86:86:5B:74:A5,10.1.10.248,ws-it465.fabrikam.local,WS-IT465,3.0,9241869B-A06F-46CB-92DF-ECD1B75F9238,Operational,ws-it465,FABRIKAM\david.lopez,FABRIKAM,16710478.0,29-03-2025 15:43,5.00.9040.1001,Windows Server 2022 Standard,95.0
EB24KJC,95:47:24:B0:1F:1B,10.1.10.249,ws-it308.fabrikam.local,,4.0,8423314B-B510-4C5C-8389-EB1EEE8CEACA,Operational,ws-it308,CORP\kayla.rosario,FABRIKAM,16703750.0,12-04-2025 17:46,5.00.9049.1000,Windows Server 2019 Standard,100.0
1ESKRZP1M8,08:FE:68:19:F8:09,10.1.10.246,ws-it084.fabrikam.local,,6.0,DE570469-C428-4205-B7B2-CDB80C28CB7E,Operational,ws-it084,CONTOSO\cassandra.stewart,FABRIKAM,16714649.0,11-04-2025 19:56,5.00.9040.1001,Windows Server 2022 Standard,90.0
LENOVOQWXDBFL7,51:83:A0:CE:DB:AF,10.1.21.54,lt-it065.contoso.local,,,69B63E5C-EE65-42D2-A4FD-5C22BB1E087C,Operational,lt-it065,,CONTOSO,16733025.0,23-03-2025 16:20,5.00.9049.1000,Windows Server 2019 Standard,100.0
PB2431J,BC:C2:46:C7:53:52,10.1.10.245,ws-it246.corp.local,WS-IT246,6.0,,Operational,ws-it246,FABRIKAM\nichole.welch,CORP,16787278.0,03-04-2025 13:48,5.00.9049.1000,Windows Server 2022 Standard,90.0
8R2948Q,,10.1.10.244,ws-it209.corp.local,WS-IT209,3.0,FA85074E-13BE-49B1-AF6C-16AD570B6795,Operational,ws-it209,CORP\thomas.chavez,CORP,16714483.0,21-04-2025 19:04,5.00.9049.1000,Windows Server 2022 Standard,95.0
LENOVOEG8QS9TN,40:9F:3D:71:36:D4,10.1.21.53,lt-it315.contoso.local,LT-IT315,10.0,262DFD2F-FF5D-46F7-A1ED-E06FA4C9A113,Operational,,FABRIKAM\angela.valdez,CONTOSO,16736780.0,,5.00.9049.1000,Windows Server 2019 Standard,100.0
13847686467,68:3B:1F:84:60:56,10.1.31.17,,TB-IT24,11.0,494B8E3C-F0D4-4798-9517-0B4B37A9D777,Operational,tb-it24,CONTOSO\kenneth.figueroa,FABRIKAM,16754766.0,04-04-2025 15:15,5.00.9049.1000,Windows Server 2022 Standard,95.0
H4AAE5M,1D:D0:6B:67:65:FD,10.1.10.243,ws-it708.fabrikam.local,WS-IT708,,761E1D12-1B1A-46CE-9D18-6BEAA3032972,Operational,ws-it708,,FABRIKAM,16798067.0,18-04-2025 18:35,5.00.9040.1001,Windows Server 2022 Standard,90.0
9AT6QZVVU9,08:1A:2E:E6:F0:66,10.1.10.242,ws-it576.fabrikam.local,WS-IT576,7.0,B53385F8-8AF7-47DF-A52F-0B376A72B0DD,Operational,ws-it576,CORP\john.dunlap,FABRIKAM,16782701.0,02-04-2025 12:25,5.00.9049.1000,Windows Server 2019 Standard,100.0
YXZHGL4,D8:9D:34:8E:11:DD,10.1.21.52,lt-it283.contoso.local,LT-IT283,10.0,DE1548CB-D514-4387-BA1A-2C8AD4401114,Operational,lt-it283,CONTOSO\karen.schneider,,16723954.0,21-04-2025 07:37,5.00.9049.1000,Windows Server 2022 Standard,90.0
7E9JJWP,A0:6C:11:EB:F0:A4,10.1.2.20,srv-sql22.fabrikam.local,SRV-SQL22,19.0,,Operational,srv-sql22,SYSTEM,FABRIKAM,16767044.0,15-04-2025 12:07,5.00.9049.1000,Windows Server 2019 Standard,100.0
7AOBJORYMI,70:04:4C:33:C5:F3,10.1.10.241,ws-it720.corp.local,WS-IT720,6.0,C43A2CF5-665F-405C-BE5D-126A5B6D44A2,Operational,ws-it720,CORP\albert.ortiz,CORP,16750689.0,21-04-2025 10:42,5.00.9049.1000,Windows Server 2019 Standard,100.0
1OLGD5X,A9:41:80:C0:70:72,10.1.10.240,ws-it110.contoso.local,WS-IT110,17.0,9A2C9E8E-4D6D-42A7-816A-4BDCD293C49B,Operational,ws-it110,CORP\mary.murphy,CONTOSO,16729657.0,15-04-2025 17:27,5.00.9049.1000,Windows Server 2022 Standard,90.0
T46BUEIKB9,31:48:09:53:B2:FD,10.1.10.237,ws-it179.contoso.local,,3.0,C867743A-D019-4CEC-8DE8-6D0EE2C99416,Operational,ws-it179,CORP\edward.lee,CONTOSO,16708522.0,07-04-2025 07:07,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOFPK28UW2,14:EA:4E:99:E1:4C,,lt-it188.fabrikam.local,LT-IT188,10.0,53257B7C-2AE7-4614-B7CF-701F1F398D06,Operational,lt-it188,CONTOSO\kelly.todd,FABRIKAM,16701362.0,02-04-2025 19:26,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVO2J3PR6UV,04:82:91:2A:C9:FF,10.1.10.238,ws-it415.corp.local,WS-IT415,5.0,,Operational,ws-it415,CORP\robert.payne,CORP,16739060.0,09-04-2025 17:11,5.00.9049.1000,Windows Server 2019 Standard,100.0
687ZK46UF2,05:60:3B:30:E7:3E,10.1.2.17,srv-sql43.contoso.local,SRV-SQL43,17.0,07FB88E8-8F24-4EBF-A9B2-B9990378DF4E,Operational,srv-sql43,SYSTEM,CONTOSO,16779195.0,31-03-2025 13:32,5.00.9049.1000,Windows Server 2019 Standard,100.0
5C7TEIDDQF,55:D4:FE:CB:50:9E,10.1.10.239,ws-it413.fabrikam.local,WS-IT413,4.0,33BAE12A-27EC-4B1A-812B-93D918FC2419,Operational,ws-it413,CONTOSO\jamie.smith,FABRIKAM,16761166.0,13-04-2025 16:16,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVOL6RZD3W7,6D:9B:92:DC:E8:9D,10.1.10.236,ws-it510.fabrikam.local,WS-IT510,15.0,FCC1EA2E-FEC9-43C2-83F3-35BF96DE1884,Operational,,CORP\nathan.skinner,FABRIKAM,16792878.0,16-04-2025 10:22,5.00.9049.1000,Windows Server 2019 Standard,100.0
7BBF5U7,1C:56:20:4F:5A:D1,10.1.21.50,lt-it321.contoso.local,LT-IT321,8.0,31211E92-F158-4D37-8F4E-81FFD326E488,Operational,lt-it321,FABRIKAM\heather.miller,CONTOSO,16785165.0,14-04-2025 12:12,5.00.9040.1001,Windows Server 2022 Standard,90.0
Z8PKSCQ,58:12:3B:6D:72:A8,10.1.2.18,srv-sql21.contoso.local,SRV-SQL21,17.0,7445C0D5-7792-4288-8D46-523729A9540F,Operational,srv-sql21,SYSTEM,CONTOSO,16799310.0,18-04-2025 14:31,5.00.9049.1000,Windows Server 2019 Standard,100.0
LENOVO0C37OESZ,61:3E:A9:B2:F7:5A,10.1.21.47,lt-it058.corp.local,LT-IT058,10.0,3C73E7A8-D69B-4639-AC80-074C7AA352C5,Operational,lt-it058,CONTOSO\jessica.austin,CORP,16730314.0,06-04-2025 08:23,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOJZV5ZH7U,3C:5C:D0:3D:D7:21,10.1.10.235,ws-it042.contoso.local,WS-IT042,3.0,EDB78B4E-57AC-4F16-B8C6-4B6275FFAD5A,Operational,ws-it042,CONTOSO\joseph.sullivan,CONTOSO,16726060.0,06-04-2025 19:06,5.00.9049.1000,Windows Server 2022 Standard,90.0
MH3SX8J,85:3E:CB:FE:78:A1,10.1.21.48,lt-it190.fabrikam.local,LT-IT190,10.0,33177E6F-7E9F-4D16-A30B-91684CBE6BEA,Operational,lt-it190,CONTOSO\amy.davis,FABRIKAM,16778526.0,23-03-2025 18:52,5.00.9049.1000,Windows Server 2022 Standard,95.0
38QO7ES,45:22:E0:50:6A:98,10.1.10.234,ws-it277.contoso.local,WS-IT277,15.0,DAF3154E-4204-45E7-BCD6-2CB3A9490109,Operational,ws-it277,CONTOSO\rebecca.clark,CONTOSO,16758642.0,28-03-2025 13:37,5.00.9049.1000,Windows Server 2022 Standard,95.0
K24PVAC,71:37:C7:2D:F6:26,10.1.21.49,lt-it184.corp.local,LT-IT184,9.0,B07AFC7D-7F6F-46F1-BEAD-20934DBD0B25,Operational,lt-it184,FABRIKAM\danielle.davis,CORP,16771555.0,26-03-2025 15:23,5.00.9049.1000,Windows Server 2022 Standard,95.0
KGEW28FQ,6C:0A:93:0C:A1:0E,,tb-it02.contoso.local,TB-IT02,11.0,59D9C7F0-E3A4-4C88-B116-C24F724F05DD,Operational,tb-it02,FABRIKAM\nicole.hughes,,16700235.0,07-04-2025 10:21,5.00.9049.1000,Windows Server 2022 Standard,90.0
LENOVOM4ODEPOL,40:58:B8:38:50:26,10.1.10.233,ws-it493.corp.local,WS-IT493,4.0,3A1324B9-FD6C-489D-9881-F2F2EEE71AB8,Operational,ws-it493,CONTOSO\monica.jennings,CORP,16768312.0,16-04-2025 14:05,5.00.9049.1000,Windows Server 2019 Standard,100.0
BAGU37N,98:DB:C1:0A:FB:0F,10.1.10.232,ws-it682.contoso.local,WS-IT682,17.0,9BCB3E25-632B-441A-BFBA-29EF25C80F1A,Operational,ws-it682,CORP\caroline.cohen,CONTOSO,16775369.0,31-03-2025 10:25,5.00.9049.1000,Windows Server 2019 Standard,100.0
ARP0KUAO5W,38:99:6E:02:AB:DF,10.1.21.45,lt-it223.contoso.local,LT-IT223,10.0,F1A2F718-9FA7-4B5A-A672-F159490B2D8F,Operational,lt-it223,FABRIKAM\edward.jackson,CONTOSO,16715698.0,26-03-2025 16:19,5.00.9049.1000,Windows Server 2022 Standard,95.0
